Candidate,County Name,Mode,Office,Party,State,State Po,Version,Year,Candidatevotes,County Fips,Totalvotes
HILLARY CLINTON,TIOGA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,3901,42117,18325
HILLARY CLINTON,UNION,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,6180,42119,17468
HILLARY CLINTON,VENANGO,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,6309,42121,23348
HILLARY CLINTON,WARREN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,5145,42123,18434
HILLARY CLINTON,WASHINGTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,36322,42125,101450
HILLARY CLINTON,WAYNE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,7008,42127,24018
HILLARY CLINTON,WESTMORELAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,59669,42129,182051
HILLARY CLINTON,WYOMING,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,3811,42131,13144
HILLARY CLINTON,YORK,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,68524,42133,205986
JOSEPH R BIDEN JR,ADAMS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,18207,42001,56540
JOSEPH R BIDEN JR,ALLEGHENY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,429065,42003,719733
JOSEPH R BIDEN JR,ARMSTRONG,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,8457,42005,36370
JOSEPH R BIDEN JR,BEAVER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,38122,42007,94122
JOSEPH R BIDEN JR,BEDFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4367,42009,27574
JOSEPH R BIDEN JR,BERKS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,92895,42011,205540
JOSEPH R BIDEN JR,BLAIR,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,17636,42013,63595
JOSEPH R BIDEN JR,BRADFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,8046,42015,30159
JOSEPH R BIDEN JR,BUCKS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,204712,42017,396234
JOSEPH R BIDEN JR,BUTLER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,37508,42019,113305
JOSEPH R BIDEN JR,CAMBRIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,21730,42021,70574
JOSEPH R BIDEN JR,CAMERON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,634,42023,2434
JOSEPH R BIDEN JR,CARBON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,11212,42025,33629
JOSEPH R BIDEN JR,CENTRE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,40055,42027,77493
JOSEPH R BIDEN JR,CHESTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,182372,42029,314502
JOSEPH R BIDEN JR,CLARION,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4678,42031,19493
JOSEPH R BIDEN JR,CLEARFIELD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,9673,42033,39422
JOSEPH R BIDEN JR,CLINTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,5502,42035,17625
JOSEPH R BIDEN JR,COLUMBIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,10532,42037,31171
JOSEPH R BIDEN JR,CRAWFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,12924,42039,42004
JOSEPH R BIDEN JR,CUMBERLAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,62245,42041,141595
JOSEPH R BIDEN JR,DAUPHIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,78983,42043,147368
JOSEPH R BIDEN JR,DELAWARE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,206423,42045,327931
JOSEPH R BIDEN JR,ELK,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4522,42047,16906
JOSEPH R BIDEN JR,ERIE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,68286,42049,137083
JOSEPH R BIDEN JR,FAYETTE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,20444,42051,62139
JOSEPH R BIDEN JR,FOREST,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,728,42053,2646
JOSEPH R BIDEN JR,FRANKLIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,22422,42055,80783
JOSEPH R BIDEN JR,FULTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,1085,42057,7977
JOSEPH R BIDEN JR,GREENE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4911,42059,17669
JOSEPH R BIDEN JR,HUNTINGDON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,5445,42061,22792
JOSEPH R BIDEN JR,INDIANA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,12634,42063,41198
JOSEPH R BIDEN JR,JEFFERSON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4527,42065,22824
JOSEPH R BIDEN JR,JUNIATA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,2253,42067,12043
JOSEPH R BIDEN JR,LACKAWANNA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,61991,42069,115410
JOSEPH R BIDEN JR,LANCASTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,115847,42071,280239
JOSEPH R BIDEN JR,LAWRENCE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,15978,42073,46076
JOSEPH R BIDEN JR,LEBANON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,23932,42075,71652
JOSEPH R BIDEN JR,LEHIGH,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,98288,42077,184713
JOSEPH R BIDEN JR,LUZERNE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,64873,42079,153321
JOSEPH R BIDEN JR,LYCOMING,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,16971,42081,59254
JOSEPH R BIDEN JR,MCKEAN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,5098,42083,19466
JOSEPH R BIDEN JR,MERCER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,21067,42085,57954
JOSEPH R BIDEN JR,MIFFLIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4603,42087,21502
JOSEPH R BIDEN JR,MONROE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,44060,42089,83829
JOSEPH R BIDEN JR,MONTGOMERY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,319511,42091,510157
JOSEPH R BIDEN JR,MONTOUR,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,3771,42093,9771
JOSEPH R BIDEN JR,NORTHAMPTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,85087,42095,170942
JOSEPH R BIDEN JR,NORTHUMBERLAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,12677,42097,42283
JOSEPH R BIDEN JR,PERRY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,5950,42099,24652
JOSEPH R BIDEN JR,PHILADELPHIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,603790,42101,741377
JOSEPH R BIDEN JR,PIKE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,13019,42103,32554
JOSEPH R BIDEN JR,POTTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,1726,42105,9064
JOSEPH R BIDEN JR,SCHUYLKILL,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,20727,42107,70603
JOSEPH R BIDEN JR,SNYDER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4910,42109,19140
JOSEPH R BIDEN JR,SOMERSET,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,8654,42111,40543
JOSEPH R BIDEN JR,SULLIVAN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,921,42113,3595
JOSEPH R BIDEN JR,SUSQUEHANNA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,6236,42115,21752
JOSEPH R BIDEN JR,TIOGA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4955,42117,21075
JOSEPH R BIDEN JR,UNION,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,7475,42119,20115
JOSEPH R BIDEN JR,VENANGO,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,7585,42121,26528
JOSEPH R BIDEN JR,WARREN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,6066,42123,20650
JOSEPH R BIDEN JR,WASHINGTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,45088,42125,118478
JOSEPH R BIDEN JR,WAYNE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,9191,42127,28089
JOSEPH R BIDEN JR,WESTMORELAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,72129,42129,204697
JOSEPH R BIDEN JR,WYOMING,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,4704,42131,14858
JOSEPH R BIDEN JR,YORK,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,6,88114,42133,238471
JO JORGENSEN,ADAMS,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,810,42001,56540
JO JORGENSEN,ALLEGHENY,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,8344,42003,719733
JO JORGENSEN,ARMSTRONG,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,424,42005,36370
JO JORGENSEN,BEAVER,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1241,42007,94122
JO JORGENSEN,BEDFORD,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,182,42009,27574
JO JORGENSEN,BERKS,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,2909,42011,205540
JO JORGENSEN,BLAIR,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,653,42013,63595
JO JORGENSEN,BRADFORD,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,513,42015,30159
JO JORGENSEN,BUCKS,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,4155,42017,396234
JO JORGENSEN,BUTLER,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1438,42019,113305
JO JORGENSEN,CAMBRIA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,759,42021,70574
JO JORGENSEN,CAMERON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,29,42023,2434
JO JORGENSEN,CARBON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,433,42025,33629
JO JORGENSEN,CENTRE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1066,42027,77493
JO JORGENSEN,CHESTER,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,3565,42029,314502
JO JORGENSEN,CLARION,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,237,42031,19493
JO JORGENSEN,CLEARFIELD,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,546,42033,39422
JO JORGENSEN,CLINTON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,221,42035,17625
JO JORGENSEN,COLUMBIA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,541,42037,31171
JO JORGENSEN,CRAWFORD,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,521,42039,42004
JO JORGENSEN,CUMBERLAND,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,2138,42041,141595
JO JORGENSEN,DAUPHIN,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1977,42043,147368
JO JORGENSEN,DELAWARE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,2976,42045,327931
JO JORGENSEN,ELK,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,244,42047,16906
JO JORGENSEN,ERIE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1928,42049,137083
JO JORGENSEN,FAYETTE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,468,42051,62139
JO JORGENSEN,FOREST,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,36,42053,2646
JO JORGENSEN,FRANKLIN,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1116,42055,80783
JO JORGENSEN,FULTON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,68,42057,7977
JO JORGENSEN,GREENE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,179,42059,17669
JO JORGENSEN,HUNTINGDON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,286,42061,22792
JO JORGENSEN,INDIANA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,475,42063,41198
JO JORGENSEN,JEFFERSON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,337,42065,22824
JO JORGENSEN,JUNIATA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,141,42067,12043
JO JORGENSEN,LACKAWANNA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1085,42069,115410
JO JORGENSEN,LANCASTER,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,4183,42071,280239
JO JORGENSEN,LAWRENCE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,501,42073,46076
JO JORGENSEN,LEBANON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,989,42075,71652
JO JORGENSEN,LEHIGH,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,2166,42077,184713
JO JORGENSEN,LUZERNE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1519,42079,153321
JO JORGENSEN,LYCOMING,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,821,42081,59254
JO JORGENSEN,MCKEAN,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,285,42083,19466
JO JORGENSEN,MERCER,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,744,42085,57954
JO JORGENSEN,MIFFLIN,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,229,42087,21502
JO JORGENSEN,MONROE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1043,42089,83829
JO JORGENSEN,MONTGOMERY,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,5186,42091,510157
JO JORGENSEN,MONTOUR,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,156,42093,9771
JO JORGENSEN,NORTHAMPTON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,2001,42095,170942
JO JORGENSEN,NORTHUMBERLAND,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,654,42097,42283
JO JORGENSEN,PERRY,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,409,42099,24652
JO JORGENSEN,PHILADELPHIA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,4847,42101,741377
JO JORGENSEN,PIKE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,322,42103,32554
JO JORGENSEN,POTTER,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,99,42105,9064
JO JORGENSEN,SCHUYLKILL,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1005,42107,70603
JO JORGENSEN,SNYDER,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,247,42109,19140
JO JORGENSEN,SOMERSET,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,423,42111,40543
JO JORGENSEN,SULLIVAN,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,55,42113,3595
JO JORGENSEN,SUSQUEHANNA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,309,42115,21752
JO JORGENSEN,TIOGA,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,378,42117,21075
JO JORGENSEN,UNION,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,284,42119,20115
JO JORGENSEN,VENANGO,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,374,42121,26528
JO JORGENSEN,WARREN,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,347,42123,20650
JO JORGENSEN,WASHINGTON,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,1310,42125,118478
JO JORGENSEN,WAYNE,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,261,42127,28089
JO JORGENSEN,WESTMORELAND,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,2350,42129,204697
JO JORGENSEN,WYOMING,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,218,42131,14858
JO JORGENSEN,YORK,TOTAL,US PRESIDENT,LIBERTARIAN,PENNSYLVANIA,PA,3/15/22,6,3624,42133,238471
OTHER,MIFFLIN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,630,42087,18601
OTHER,MONROE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,2448,42089,69752
OTHER,MONTGOMERY,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,15874,42091,434687
OTHER,MONTOUR,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,411,42093,8556
OTHER,NORTHAMPTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,5511,42095,143519
OTHER,NORTHUMBERLAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1407,42097,36622
OTHER,PERRY,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,910,42099,21158
OTHER,PHILADELPHIA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,14858,42101,707631
OTHER,PIKE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,789,42103,26101
OTHER,POTTER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,231,42105,7784
OTHER,SCHUYLKILL,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,2098,42107,62869
OTHER,SNYDER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,636,42109,16363
OTHER,SOMERSET,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1018,42111,35773
OTHER,SULLIVAN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,95,42113,3136
OTHER,SUSQUEHANNA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,849,42115,18863
OTHER,TIOGA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,810,42117,18325
OTHER,UNION,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,666,42119,17468
OTHER,VENANGO,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1018,42121,23348
OTHER,WARREN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,812,42123,18434
OTHER,WASHINGTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,3742,42125,101450
OTHER,WAYNE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,766,42127,24018
OTHER,WESTMORELAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,5860,42129,182051
OTHER,WYOMING,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,496,42131,13144
OTHER,YORK,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,8934,42133,205986
DONALD TRUMP,MIFFLIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,14094,42087,18601
DONALD TRUMP,MONROE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,33386,42089,69752
DONALD TRUMP,MONTGOMERY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,162731,42091,434687
DONALD TRUMP,MONTOUR,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,5288,42093,8556
DONALD TRUMP,NORTHAMPTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,71736,42095,143519
DONALD TRUMP,NORTHUMBERLAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,25427,42097,36622
DONALD TRUMP,PERRY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,15616,42099,21158
DONALD TRUMP,PHILADELPHIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,108748,42101,707631
DONALD TRUMP,PIKE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,16056,42103,26101
DONALD TRUMP,POTTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,6251,42105,7784
DONALD TRUMP,SCHUYLKILL,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,44001,42107,62869
DONALD TRUMP,SNYDER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,11725,42109,16363
DONALD TRUMP,SOMERSET,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,27379,42111,35773
DONALD TRUMP,SULLIVAN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,2291,42113,3136
DONALD TRUMP,SUSQUEHANNA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,12891,42115,18863
DONALD TRUMP,TIOGA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,13614,42117,18325
DONALD TRUMP,UNION,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,10622,42119,17468
DONALD TRUMP,VENANGO,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,16021,42121,23348
DONALD TRUMP,WARREN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,12477,42123,18434
DONALD TRUMP,WASHINGTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,61386,42125,101450
DONALD TRUMP,WAYNE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,16244,42127,24018
DONALD TRUMP,WESTMORELAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,116522,42129,182051
DONALD TRUMP,WYOMING,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,8837,42131,13144
DONALD TRUMP,YORK,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,128528,42133,205986
DONALD J TRUMP,ADAMS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,37523,42001,56540
